Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
  3947,    19686,        6,        49.78,  742.17,    6.15,     1.7e+03,            520,
  3948,    19687,        7,        49.78, 1060.36,    4.69,    2.34e+03,           75.6,
  3949,    19723,        5,         49.8,  658.60,    4.34,    1.74e+03,            594,
  3950,    19724,        5,        49.77,  430.00,    6.71,     3.2e+03,            155,
  3951,    19725,        5,        49.77,  890.50,    5.29,    3.16e+03,            155,
  3952,    19726,        5,        49.77,  289.50,    4.75,    3.49e+03,            173,
  3953,    19727,        4,        49.74,  757.50,    6.00,     4.4e+03,            324,
  3954,    19728,        5,        49.77,  735.80,    6.28,    3.24e+03,            564,
  3955,    19729,        7,        49.86,  487.57,    5.42,    1.55e+03,            330,
  3956,    19737,        2,        49.74,  885.50,    7.12,    3.13e+03,          1e+10,
  3957,    19762,        5,        49.83,  206.30,    5.61,     2.7e+03,            154,
  3958,    19763,        4,        49.81, 1019.38,    6.62,    2.87e+03,            322,
  3959,    19764,        3,        49.76,  848.67,    4.57,    4.83e+03,            233,
  3960,    19765,        4,         49.8,  556.50,    6.11,    3.87e+03,            292,
  3961,    19766,        5,        49.83,  323.60,    4.85,    3.12e+03,            173,
  3962,    19767,        6,        49.88, 1054.33,    6.76,    2.35e+03,           89.9,
  3963,    19768,        3,        49.76,  733.00,    6.11,    4.69e+03,            214,
  3964,    19769,        3,        49.76,  867.17,    4.73,    4.93e+03,            226,
  3965,    19809,        3,        49.82,  480.17,    5.50,    3.93e+03,            311,
  3966,    19811,        5,         49.9,  604.20,    4.51,    2.17e+03,            546,
  3967,    19812,        6,        49.91,  591.58,    5.61,    2.52e+03,            110,
  3968,    19813,        5,         49.9,  817.90,    5.00,    1.86e+03,            494,
  3969,    19814,        3,        49.82,  311.17,    5.26,    3.66e+03,            293,
  3970,    19815,        5,        49.88,  241.00,    5.66,    3.27e+03,            181,
  3971,    19816,        7,        49.93,  492.57,    5.49,    2.56e+03,           87.4,
  3972,    19817,        6,        49.91,  741.58,    5.68,    2.65e+03,            117,
  3973,    19818,        4,        49.86,  628.38,    4.65,    3.76e+03,            171,
  3974,    19856,        3,        49.89,  422.67,    6.10,    3.25e+03,           18.6,
  3975,    19859,        4,        49.91,  536.25,    6.18,    3.65e+03,            353,
  3976,    19860,        4,        49.91,  631.50,    6.22,    3.79e+03,            365,
  3977,    19861,        5,        49.93, 1030.10,    4.88,    3.24e+03,            230,
  3978,    19862,        4,        49.91,  518.25,    5.23,    3.21e+03,            300,
  3979,    19863,        5,           50,  907.00,    7.18,    1.68e+03,            524,
  3980,    19864,        4,        49.91,  567.50,    5.80,    3.96e+03,            381,
  3981,    19865,        6,           50,  908.00,    4.90,    2.64e+03,            507,
  3985,    19901,        6,        50.01,  498.92,    5.33,    2.88e+03,            143,
  3986,    19902,        6,        50.01,  334.67,    5.08,    2.89e+03,            146,
  3987,    19903,        2,        49.92,  515.25,    5.31,    3.47e+03,          1e+10,
  3988,    19904,        3,        49.94,  658.83,    5.40,     4.7e+03,            941,
  3989,    19905,        6,         50.1,  601.08,    4.70,         913,            336,
  3990,    19906,        5,        49.99,  769.00,    4.50,    4.08e+03,            295,
  3991,    19907,        5,        49.99,  625.50,    6.01,    4.25e+03,            309,
  3992,    19908,        5,        49.99,  319.90,    6.02,     4.1e+03,            301,
  3993,    19909,        6,        50.01,  875.92,    4.96,    3.58e+03,            177,
  3994,    19910,        6,        50.01,  776.50,    6.82,    3.68e+03,            181,
  3995,    19935,        4,        50.17,  903.00,    6.47,         542,            184,
  3996,    19947,        3,        49.99,  817.00,    4.50,    4.98e+03,            647,
  3997,    19948,        5,        50.03,  976.90,    4.63,    3.82e+03,            297,
  3998,    19949,        5,        50.03,  693.40,    4.40,    3.95e+03,            299,
  3999,    19951,        6,        50.06, 1046.25,    6.52,    2.77e+03,            140,
  4000,    19952,        6,        50.06,  437.08,    4.83,    2.97e+03,            426,
  4002,    19988,        4,        50.05,  554.25,    6.49,    3.51e+03,            211,
  4003,    19989,        4,        50.05,  456.75,    6.05,    3.82e+03,            229,
  4004,    19990,        4,        50.05,  630.50,    5.85,    3.81e+03,            226,
  4005,    19991,        5,        50.08,  952.90,    5.18,    3.78e+03,            174,
  4006,    19992,        5,        50.08,  674.90,    5.95,    3.89e+03,            175,
  4007,    19993,        6,         50.1,  758.00,    6.71,    3.12e+03,            112,
  4008,    19994,        7,        50.12,  300.86,    6.67,    2.89e+03,           81.5,
  4009,    19995,        7,        50.12, 1052.29,    4.78,    2.84e+03,           79.2,
  4010,    19996,        5,        50.08,  876.50,    4.56,    3.89e+03,            175,
  4011,    19997,        5,        50.08,  683.10,    6.42,    3.44e+03,            156,
  4012,    19998,        5,        50.08,  488.30,    6.59,    3.28e+03,            150,
  4013,    20031,        4,         50.1,  542.75,    5.29,    4.08e+03,            324,
  4014,    20037,        5,        50.12,  350.60,    4.93,     3.3e+03,            171,
  4015,    20038,        5,        50.16,  322.10,    5.87,    1.75e+03,            468,
  4016,    20039,        4,         50.1,  894.75,    4.46,     3.9e+03,            313,
  4017,    20040,        5,        50.12,  845.30,    5.21,    3.44e+03,            178,
  4018,    20041,        5,        50.12,  528.50,    4.46,    4.02e+03,            203,
  4019,    20042,        4,         50.1,  433.75,    6.52,     3.7e+03,            296,
  4020,    20043,        5,        50.12,  680.00,    4.52,    4.05e+03,            204,
  4021,    20044,        5,        50.12,  733.20,    5.67,    4.27e+03,            217,
  4022,    20045,        7,        50.17,  366.86,    6.53,    2.61e+03,           88.8,
  4023,    20090,        6,        50.34,  901.00,    6.86,    1.06e+03,            209,
  4024,    20092,        5,        50.18,  448.90,    4.73,    2.88e+03,            677,
  4025,    20093,        6,        50.19,  543.50,   12.38,    3.26e+03,            137,
  4026,    20094,        5,        50.17,  473.10,    5.90,    3.84e+03,           13.7,
  4027,    20095,        6,        50.19,  242.00,    6.55,    2.69e+03,            114,
  4028,    20096,        4,        50.15,  693.25,    4.91,    4.68e+03,           15.6,
  4029,    20135,        5,        50.22,  574.10,    6.00,    3.63e+03,            216,
  4030,    20136,        4,        50.19,  614.62,    5.86,    4.56e+03,           21.1,
  4031,    20137,        4,        50.23,  598.62,    5.40,    1.46e+03,            818,
  4032,    20138,        4,        50.19,  445.38,    4.74,     3.9e+03,           23.4,
  4033,    20139,        5,        50.22,  862.00,    4.89,    3.56e+03,            213,
  4034,    20140,        5,        50.22,  973.90,    4.72,    3.76e+03,            225,
  4035,    20141,        5,        50.22,  322.90,    5.08,    2.92e+03,            174,
  4036,    20178,        6,        50.37,  533.17,    6.00,         946,            338,
  4037,    20179,        4,        50.24,  915.12,    4.70,    3.81e+03,            355,
  4039,    20182,        4,        50.24,  312.88,    5.53,    3.72e+03,            347,
  4040,    20183,        6,        50.34,  662.25,    5.16,    1.36e+03,            274,
  4041,    20184,        4,        50.24,  572.00,    4.97,     3.6e+03,            337,
  4042,    20185,        4,        50.24,  349.12,    5.29,    3.79e+03,            352,
  4043,    20186,        5,        50.27,  751.50,    5.32,       3e+03,            132,
  4044,    20187,        6,        50.33,  934.08,    5.89,    2.21e+03,           45.4,
  4045,    20225,        4,         50.3,  927.88,    6.92,    3.29e+03,            220,
  4046,    20226,        4,         50.3,  850.75,    5.08,     3.2e+03,            210,
  4047,    20227,        4,         50.3, 1009.00,    5.65,     3.3e+03,            218,
  4048,    20228,        5,        50.34,  292.20,    5.60,    2.26e+03,            524,
  4049,    20229,        5,        50.35,  238.00,    5.78,    1.95e+03,            386,
  4050,    20230,        3,        50.26,  595.00,    5.09,    2.44e+03,            365,
  4051,    20231,        6,        50.37, 1044.33,    5.13,     2.4e+03,           56.8,
  4052,    20232,        4,         50.3,  696.38,    5.04,    3.04e+03,            201,
  4053,    20233,        4,         50.3,  803.38,    5.48,    3.94e+03,            261,
  4054,    20234,        6,        50.37,  529.58,    6.89,    2.17e+03,           51.5,
  4055,    20271,        4,        50.36,  245.88,    4.75,    2.91e+03,            153,
  4056,    20272,        5,         50.4,  209.40,    5.46,    2.81e+03,             90,
  4057,    20274,        3,        50.32,  461.83,    4.76,    3.62e+03,            451,
  4058,    20275,        5,         50.4,  222.60,    6.01,    3.02e+03,           98.2,
  4059,    20276,        3,        50.32,  616.17,    5.74,    3.97e+03,            495,
  4060,    20277,        7,        50.51,  928.14,    5.87,    1.61e+03,            115,
  4061,    20278,        4,        50.36,  652.00,    6.94,    3.55e+03,            193,
  4062,    20316,        3,         50.4,  580.33,    6.73,    3.88e+03,           68.4,
  4064,    20343,        2,        50.44,  758.50,    4.41,    4.12e+03,          1e+10,
  4065,    20344,        3,        50.47,  484.00,    4.48,    3.68e+03,           98.4,
  4066,    20345,        2,        50.44,  290.00,    4.80,    3.45e+03,          1e+10,
  4067,    20346,        3,        50.47,  782.67,    4.52,    4.06e+03,            114,
  4068,    20347,        3,        50.47,  918.17,    6.26,    3.98e+03,            107,
  4069,    20348,        4,         50.5,  342.12,    6.50,    3.11e+03,           69.1,
  4070,    20349,        2,        50.44,  661.00,    5.24,    3.24e+03,          1e+10,
  4072,    20351,        4,         50.5,  953.62,    8.17,    2.96e+03,           70.9,
  4073,    20352,        3,        50.47,  782.67,    4.42,    3.98e+03,            114,
  4074,    20353,        4,         50.5,  209.88,    5.77,    2.91e+03,           63.6,
  4075,    20354,        3,        50.47,  234.50,    5.25,    3.16e+03,           67.1,
  4076,    20355,        5,        50.67,  923.60,    5.83,    1.12e+03,            473,
  4077,    20356,        5,        50.53,  395.10,    4.78,    2.65e+03,            391,
  4078,    20357,        4,         50.5,  987.38,    4.83,    3.56e+03,            135,
  4079,    20358,        4,         50.5,  987.62,    5.51,    3.18e+03,           90.5,
  4080,    20359,        4,         50.5,  675.75,    4.37,    4.08e+03,           91.7,
  4082,    20392,        3,        50.53,  389.50,    4.63,    4.07e+03,            237,
  4083,    20393,        3,        50.53,  758.50,    5.06,     4.2e+03,            231,
  4084,    20394,        3,        50.53,  313.50,    6.50,    3.48e+03,            191,
  4085,    20395,        3,        50.53,  513.00,    4.79,     4.2e+03,            237,
  4086,    20396,        4,        50.56,  938.38,    5.35,    3.22e+03,           65.6,
  4087,    20397,        4,        50.56,  585.75,    4.86,    3.59e+03,           74.3,
  4088,    20398,        3,        50.53,  490.33,    5.70,    4.28e+03,            240,
  4089,    20399,        3,        50.53,  681.83,    5.78,    4.28e+03,            242,
  4090,    20400,        3,        50.53,  530.17,    6.52,    3.54e+03,            199,
  4091,    20401,        7,        50.65,  356.93,    5.52,    2.04e+03,           34.9,
  4092,    20402,        3,        50.53,  485.00,    8.47,    4.06e+03,            228,
  4093,    20403,        3,        50.53,  679.83,    4.60,    4.06e+03,            231,
  4094,    20404,        7,        50.65,  396.57,    7.00,    2.23e+03,           38.5,
  4095,    20405,        4,        50.56,  818.62,    6.86,    3.91e+03,           80.9,
  4096,    20445,        2,        50.55,  398.75,    4.92,    4.54e+03,          1e+10,
  4097,    20446,        4,        50.62,  422.25,    5.38,    4.07e+03,            228,
  4098,    20447,        4,        50.62,  647.50,    4.57,    4.07e+03,            231,
  4099,    20448,        5,        50.65,  383.20,    6.69,    2.75e+03,           95.6,
  4100,    20449,        5,        50.65,  279.30,    4.85,       3e+03,            104,
  4101,    20450,        4,        50.62,  338.25,    5.90,    3.91e+03,            218,
  4102,    20485,        4,        50.68,  477.25,    6.56,     3.6e+03,            189,
  4103,    20486,        5,        50.71,  798.10,    5.73,    2.55e+03,           88.9,
  4104,    20487,        5,        50.71, 1001.20,    6.96,    2.99e+03,            104,
  4105,    20488,        4,        50.68,  743.00,    4.42,    3.76e+03,            198,
  4106,    20489,        5,        50.71,  730.00,    6.59,    2.96e+03,            101,
  4107,    20490,        5,        50.71,  385.50,    5.52,    2.25e+03,           77.5,
  4108,    20491,        5,        50.71,  630.80,    5.64,    2.48e+03,           86.5,
  4109,    20492,        4,        50.68,  391.88,    5.29,    2.29e+03,            117,
  4110,    20493,        5,        50.71,  785.70,    6.95,    2.64e+03,           91.5,
  4111,    20518,        4,        50.74,  427.12,    4.61,    3.37e+03,            246,
  4112,    20520,        4,        50.74,  443.00,    5.54,    4.01e+03,            292,
  4113,    20521,        4,        50.74,  338.62,    6.43,    3.61e+03,            262,
  4114,    20522,        3,        50.72,  923.00,    6.27,    1.65e+03,            831,
  4115,    20524,        4,        50.74,  660.00,    6.38,     3.4e+03,            252,
  4116,    20526,        3,        50.72,  622.17,    6.77,    2.88e+03,            442,
  4117,    20527,        4,        50.74,  504.25,    4.69,    3.63e+03,            265,
  4118,    20528,        3,        50.72,  641.17,    6.67,    2.94e+03,            436,
  4119,    20529,        3,        50.72,  339.00,    5.66,    3.59e+03,            548,
  4120,    20530,        3,        50.72,  544.00,    5.05,     3.7e+03,            564,
  4121,    20531,        3,        50.72,  276.50,    5.70,    3.36e+03,            510,
  4122,    20568,        2,        50.74,  415.50,    5.13,    4.73e+03,          1e+10,
  4123,    20569,        2,        50.74,  925.75,    6.52,    4.45e+03,          1e+10,
  4124,    20570,        2,        50.74,  962.50,    5.58,    2.84e+03,          1e+10,
  4125,    20571,        2,        50.74,  195.00,    5.38,    2.85e+03,          1e+10,
  4126,    20572,        2,        50.74,  236.25,    6.31,    3.56e+03,          1e+10,
  4127,    20573,        2,        50.74,  912.50,    6.34,    4.14e+03,          1e+10,
Number of tracks with fits: 3919
Image ID, dia, ABD dia, area, time, x, y, x_corner, y_corner, track #
       1,    5.99,    5.99,        28.21,    15.26,   693.50,    74.00,   684.00,    65.00,     1,
       2,    5.48,    5.48,        23.61,    15.30,   693.50,   215.00,   684.00,   206.00,     1,
       3,    4.77,    4.77,        17.85,    15.40,   694.00,   665.00,   685.00,   657.00,     1,
       4,    4.19,    4.19,        13.82,    15.44,   695.50,   888.00,   688.00,   880.00,     1,
       5,    5.55,    5.55,        24.18,    15.63,   519.00,   204.50,   509.00,   196.00,     2,
       6,    5.81,    5.81,        26.49,    15.68,   520.00,   379.00,   510.00,   371.00,     2,
       7,    5.55,    5.55,        24.18,    15.73,   520.00,   541.00,   510.00,   533.00,     2,
       8,    5.87,    5.87,        27.06,    15.73,   500.00,    88.00,   490.00,    79.00,     3,
      10,    5.35,    5.35,        22.46,    15.76,   521.00,   770.00,   511.00,   762.00,     2,
      11,    5.48,    5.48,        23.61,    15.76,   500.50,   317.50,   491.00,   309.00,     3,
      12,    5.14,    5.14,        20.73,    15.76,   528.50,   238.50,   519.00,   230.00,     4,
      14,    5.21,    5.21,         21.3,    15.80,   501.00,   560.50,   491.00,   553.00,     3,
      15,    5.14,    5.14,        20.73,    15.80,   529.50,   482.00,   520.00,   474.00,     4,
      16,    5.42,    5.42,        23.03,    15.80,   699.50,   289.00,   690.00,   280.00,     5,
      17,    5.14,    5.14,        20.73,    15.85,   502.00,   775.00,   492.00,   767.00,     3,
      18,    4.77,    4.77,        17.85,    15.85,   530.50,   696.00,   521.00,   688.00,     4,
      19,    4.99,    4.99,        19.58,    15.85,   700.50,   503.50,   691.00,   495.00,     5,
      20,    7.70,    7.70,        46.58,    15.85,   568.50,   179.00,   558.00,   169.00,     6,
      21,    5.55,    5.55,        24.18,    15.85,   555.00,    86.00,   545.00,    77.00,     7,
      22,    4.84,    4.84,        18.42,    15.90,   501.00,   894.00,   492.00,   886.00,     3,
      23,    4.77,    4.77,        17.85,    15.90,   530.00,   815.00,   521.00,   807.00,     4,
      24,    4.99,    4.99,        19.58,    15.90,   700.50,   623.50,   691.00,   615.00,     5,
      25,    7.40,    7.39,        42.95,    15.90,   568.50,   298.50,   558.00,   289.00,     6,
      26,    5.35,    5.35,        22.46,    15.90,   555.50,   206.00,   546.00,   197.00,     7,
      27,    5.55,    5.55,        24.18,    15.90,   708.50,   119.00,   699.00,   110.00,     8,
      29,    4.69,    4.69,        17.27,    15.94,   700.00,   797.00,   691.00,   789.00,     5,
      30,    7.08,    7.08,         39.4,    15.94,   569.50,   472.50,   559.00,   463.00,     6,
      31,    5.68,    5.68,        25.33,    15.94,   556.00,   380.00,   546.00,   372.00,     7,
      32,    5.42,    5.42,        23.03,    15.94,   708.50,   293.00,   699.00,   284.00,     8,
      33,    5.68,    5.68,        25.33,    15.94,   781.50,   211.00,   772.00,   202.00,     9,
      34,    5.81,    5.81,        26.49,    15.94,   512.00,    82.00,   502.00,    73.00,    10,
      35,    6.58,    6.58,        33.97,    15.99,   570.00,   679.00,   560.00,   670.00,     6,
      36,    5.21,    5.21,         21.3,    15.99,   556.50,   586.00,   547.00,   578.00,     7,
      37,    5.21,    5.21,         21.3,    15.99,   708.50,   499.50,   699.00,   491.00,     8,
      38,    5.07,    5.07,        20.15,    15.99,   782.50,   417.00,   773.00,   408.00,     9,
      39,    5.42,    5.42,        23.03,    15.99,   512.50,   288.50,   503.00,   280.00,    10,
      40,    5.48,    5.48,        23.61,    15.99,   726.00,    71.00,   717.00,    62.00,    11,
      41,    6.29,    6.29,        31.09,    16.04,   571.00,   900.00,   561.00,   891.00,     6,
      42,    4.84,    4.84,        18.42,    16.04,   557.50,   808.00,   548.00,   800.00,     7,
      43,    4.92,    4.92,           19,    16.04,   709.50,   721.00,   700.00,   713.00,     8,
      44,    4.53,    4.53,        16.12,    16.04,   783.00,   638.00,   775.00,   630.00,     9,
      45,    5.21,    5.21,         21.3,    16.04,   513.50,   510.00,   504.00,   502.00,    10,
      46,    4.84,    4.84,        18.42,    16.04,   726.50,   292.50,   717.00,   284.00,    11,
      47,    5.28,    5.28,        21.88,    16.04,   765.50,   117.00,   757.00,   108.00,    12,
      50,    4.37,    4.37,        14.97,    16.08,   710.00,   874.50,   702.00,   867.00,     8,
      51,    4.53,    4.53,        16.12,    16.08,   783.50,   791.00,   774.00,   783.00,     9,
      52,    4.99,    4.99,        19.58,    16.08,   513.00,   663.00,   504.00,   655.00,    10,
      53,    4.84,    4.84,        18.42,    16.08,   727.00,   447.00,   718.00,   439.00,    11,
      54,    4.84,    4.84,        18.42,    16.08,   765.50,   268.50,   757.00,   260.00,    12,
      55,    5.55,    5.55,        24.18,    16.08,   796.50,   162.00,   787.00,   153.00,    13,
      56,    4.69,    4.69,        17.27,    16.13,   513.00,   845.00,   504.00,   837.00,    10,
      57,    4.69,    4.69,        17.27,    16.13,   727.00,   628.50,   718.00,   621.00,    11,
      58,    4.37,    4.37,        14.97,    16.13,   767.00,   449.00,   759.00,   441.00,    12,
      59,    4.61,    4.61,         16.7,    16.13,   797.50,   344.00,   789.00,   336.00,    13,
      60,    4.45,    4.45,        15.55,    16.18,   728.00,   853.00,   720.00,   845.00,    11,
      61,    4.28,    4.28,        14.39,    16.18,   767.50,   671.00,   760.00,   663.00,    12,
      62,    4.84,    4.84,        18.42,    16.18,   797.50,   568.00,   788.00,   560.00,    13,
      63,    5.87,    5.87,        27.06,    16.18,   712.00,    92.00,   702.00,    83.00,    14,
      66,    4.37,    4.37,        14.97,    16.22,   798.00,   802.00,   790.00,   794.00,    13,
      67,    6.05,    6.05,        28.79,    16.22,   713.00,   327.00,   703.00,   318.00,    14,
      68,    5.81,    5.81,        26.49,    16.22,   569.00,   247.00,   559.00,   238.00,    15,
      69,    5.35,    5.35,        22.46,    16.27,   713.00,   520.00,   703.00,   512.00,    14,
      70,    6.23,    6.23,        30.52,    16.27,   569.00,   439.00,   559.00,   430.00,    15,
      71,    5.55,    5.55,        24.18,    16.27,   568.50,    67.00,   559.00,    58.00,    16,
      72,    5.14,    5.14,        20.73,    16.32,   713.50,   645.00,   704.00,   637.00,    14,
      73,    5.42,    5.42,        23.03,    16.32,   569.00,   565.00,   559.00,   557.00,    15,
      74,    4.99,    4.99,        19.58,    16.32,   568.50,   191.50,   560.00,   183.00,    16,
      75,    5.07,    5.07,        20.15,    16.32,   682.50,    68.50,   674.00,    60.00,    17,
      76,    5.35,    5.35,        22.46,    16.35,   714.00,   830.00,   704.00,   822.00,    14,
      77,    5.48,    5.48,        23.61,    16.35,   570.00,   751.00,   560.00,   743.00,    15,
      78,    4.92,    4.92,           19,    16.35,   569.50,   376.00,   560.00,   368.00,    16,
      79,    4.99,    4.99,        19.58,    16.35,   683.50,   254.50,   675.00,   246.00,    17,
      81,    4.53,    4.53,        16.12,    16.40,   569.50,   583.00,   561.00,   575.00,    16,
      82,    4.84,    4.84,        18.42,    16.40,   684.00,   463.00,   676.00,   455.00,    17,
      83,    5.14,    5.14,        20.73,    16.40,   503.50,   185.50,   495.00,   177.00,    18,
      84,    5.07,    5.07,        20.15,    16.40,   709.50,   171.50,   701.00,   163.00,    19,
      85,    5.68,    5.68,        25.33,    16.40,   603.00,   141.00,   593.00,   132.00,    20,
      86,    4.37,    4.37,        14.97,    16.44,   570.00,   793.50,   561.00,   786.00,    15,
      87,    4.77,    4.77,        17.85,    16.44,   684.50,   675.00,   676.00,   667.00,    17,
      88,    4.84,    4.84,        18.42,    16.44,   504.00,   396.00,   496.00,   388.00,    18,
      89,    5.14,    5.14,        20.73,    16.44,   710.50,   385.00,   701.00,   377.00,    19,
      90,    5.93,    5.93,        27.64,    16.44,   604.00,   354.00,   594.00,   345.00,    20,
      91,    4.77,    4.77,        17.85,    16.44,   782.00,   199.00,   774.00,   190.00,    21,
      92,    5.42,    5.42,        23.03,    16.44,   640.00,   152.00,   631.00,   143.00,    22,
      95,    4.84,    4.84,        18.42,    16.49,   685.00,   815.50,   677.00,   807.00,    17,
      96,    4.77,    4.77,        17.85,    16.49,   504.00,   536.00,   496.00,   528.00,    18,
      97,    4.77,    4.77,        17.85,    16.49,   710.50,   527.00,   701.00,   519.00,    19,
      98,    4.92,    4.92,           19,    16.49,   604.50,   496.00,   595.00,   488.00,    20,
      99,    4.61,    4.61,         16.7,    16.49,   783.50,   337.00,   775.00,   328.00,    21,
     100,    4.84,    4.84,        18.42,    16.49,   640.00,   294.50,   631.00,   286.00,    22,
     101,    6.23,    6.23,        30.52,    16.49,   462.50,   155.50,   452.00,   146.00,    23,
     102,    6.11,    6.11,        29.36,    16.49,   515.50,   104.50,   505.00,    95.00,    24,
     103,    4.84,    4.84,        18.42,    16.54,   505.00,   727.00,   497.00,   719.00,    18,
     104,    4.45,    4.45,        15.55,    16.54,   710.50,   720.00,   702.00,   712.00,    19,
     105,    4.99,    4.99,        19.58,    16.54,   604.50,   690.00,   595.00,   682.00,    20,
     106,    4.45,    4.45,        15.55,    16.54,   783.00,   527.00,   775.00,   519.00,    21,
     107,    5.28,    5.28,        21.88,    16.54,   641.50,   487.50,   632.00,   479.00,    22,
     108,    6.11,    6.11,        29.36,    16.54,   463.50,   346.50,   453.00,   338.00,    23,
     109,    6.29,    6.29,        31.09,    16.54,   516.50,   296.00,   506.00,   287.00,    24,
     110,    5.68,    5.68,        25.33,    16.54,   702.50,   136.50,   693.00,   127.00,    25,
     111,    5.93,    5.93,        27.64,    16.54,   559.00,   136.50,   549.00,   127.00,    26,
     115,    4.19,    4.19,        13.82,    16.58,   784.00,   756.00,   776.00,   748.00,    21,
     116,    4.45,    4.45,        15.55,    16.58,   641.50,   721.50,   633.00,   714.00,    22,
     117,    5.55,    5.55,        24.18,    16.58,   464.00,   578.00,   454.00,   570.00,    23,
     118,    5.87,    5.87,        27.06,    16.58,   517.50,   528.00,   507.00,   520.00,    24,
     119,    5.68,    5.68,        25.33,    16.58,   703.00,   369.50,   693.00,   361.00,    25,
     120,    6.05,    6.05,        28.79,    16.58,   559.50,   369.50,   549.00,   361.00,    26,
     121,    5.87,    5.87,        27.06,    16.58,   564.00,   191.00,   554.00,   182.00,    27,
     122,    5.07,    5.07,        20.15,    16.58,   812.50,   154.00,   804.00,   145.00,    28,
     123,    6.05,    6.05,        28.79,    16.58,   475.50,   130.00,   465.00,   121.00,    29,
     124,    5.42,    5.42,        23.03,    16.58,   757.50,    61.50,   748.00,    52.00,    30,
     127,    5.14,    5.14,        20.73,    16.63,   465.00,   812.50,   455.00,   805.00,    23,
     128,    5.48,    5.48,        23.61,    16.63,   518.00,   763.00,   508.00,   755.00,    24,
     129,    5.42,    5.42,        23.03,    16.63,   704.00,   606.00,   694.00,   597.00,    25,
     130,    5.87,    5.87,        27.06,    16.63,   560.50,   604.50,   550.00,   596.00,    26,
     131,    6.17,    6.17,        29.94,    16.63,   565.00,   427.00,   555.00,   418.00,    27,
     132,    4.61,    4.61,         16.7,    16.63,   814.00,   387.50,   806.00,   379.00,    28,
     133,    5.74,    5.74,        25.91,    16.63,   476.50,   366.00,   466.00,   358.00,    29,
     134,    5.28,    5.28,        21.88,    16.63,   757.50,   300.00,   748.00,   291.00,    30,
     135,    5.74,    5.74,        25.91,    16.63,   484.50,   256.00,   474.00,   247.00,    31,
     136,    5.99,    5.99,        28.21,    16.63,   599.00,   151.50,   589.00,   142.00,    32,
     137,    5.42,    5.42,        23.03,    16.63,   653.00,   134.00,   643.00,   125.00,    33,
     138,    5.68,    5.68,        25.33,    16.63,   487.00,    73.50,   477.00,    64.00,    34,
     142,    4.99,    4.99,        19.58,    16.68,   704.00,   775.50,   694.00,   768.00,    25,
     143,    5.61,    5.61,        24.76,    16.68,   561.00,   772.00,   551.00,   764.00,    26,
     144,    5.61,    5.61,        24.76,    16.68,   565.50,   597.00,   555.00,   589.00,    16,
     145,    4.28,    4.28,        14.39,    16.68,   814.50,   555.00,   807.00,   547.00,    28,
     146,    5.81,    5.81,        26.49,    16.68,   477.00,   533.50,   467.00,   525.00,    29,
     147,    5.61,    5.61,        24.76,    16.68,   758.50,   469.00,   749.00,   460.00,    30,
     148,    5.74,    5.74,        25.91,    16.68,   485.00,   423.50,   475.00,   415.00,    31,
     149,    5.93,    5.93,        27.64,    16.68,   599.50,   320.00,   589.00,   311.00,    32,
     150,    5.61,    5.61,        24.76,    16.68,   653.50,   304.00,   644.00,   295.00,    33,
     151,    6.05,    6.05,        28.79,    16.68,   488.00,   242.00,   478.00,   233.00,    34,
     152,    5.55,    5.55,        24.18,    16.68,   694.00,   210.50,   684.00,   202.00,    35,
     153,    5.07,    5.07,        20.15,    16.68,   696.50,   191.00,   688.00,   182.00,    36,
     154,    6.11,    6.11,        29.36,    16.68,   504.50,   160.50,   494.00,   151.00,    37,
     157,    5.48,    5.48,        23.61,    16.72,   566.00,   735.00,   556.00,   727.00,    16,
     158,    4.37,    4.37,        14.97,    16.72,   815.00,   691.00,   807.00,   683.00,    28,
     159,    5.21,    5.21,         21.3,    16.72,   477.00,   671.00,   467.00,   663.00,    29,
     160,    4.84,    4.84,        18.42,    16.72,   758.50,   608.00,   749.00,   600.00,    30,
     161,    5.48,    5.48,        23.61,    16.72,   485.00,   561.00,   475.00,   553.00,    31,
     162,    5.81,    5.81,        26.49,    16.72,   600.00,   457.50,   590.00,   449.00,    32,
     163,    5.42,    5.42,        23.03,    16.72,   654.00,   444.00,   644.00,   436.00,    33,
     164,    5.68,    5.68,        25.33,    16.72,   488.00,   380.50,   478.00,   372.00,    34,
     165,    5.35,    5.35,        22.46,    16.72,   694.50,   349.00,   685.00,   340.00,    35,
     166,    5.07,    5.07,        20.15,    16.72,   697.50,   329.00,   689.00,   320.00,    36,
     167,    5.93,    5.93,        27.64,    16.72,   504.50,   297.50,   494.00,   289.00,    37,
     168,    6.35,    6.35,        31.67,    16.72,   575.50,   122.00,   565.00,   113.00,    38,
     171,    4.11,    4.11,        13.24,    16.77,   815.50,   876.50,   808.00,   869.00,    28,
     172,    5.35,    5.35,        22.46,    16.77,   478.00,   858.00,   468.00,   850.00,    29,
     173,    4.53,    4.53,        16.12,    16.77,   758.00,   797.00,   749.00,   789.00,    30,
     174,    5.35,    5.35,        22.46,    16.77,   486.00,   747.00,   476.00,   739.00,    31,
     175,    6.17,    6.17,        29.94,    16.77,   601.00,   644.00,   591.00,   635.00,    32,
