Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
   15496,    5.07,    5.07,        20.15,    43.95,   256.00,   783.00,   248.00,   774.00,  3105,
   15497,    4.28,    4.28,        14.39,    43.95,   902.00,   763.00,   894.00,   755.00,  3119,
   15498,    6.05,    6.05,        28.79,    43.95,   902.00,   722.00,   893.00,   713.00,  3124,
   15499,    6.80,    6.80,        36.27,    43.95,   824.50,   723.00,   814.00,   713.00,  3125,
   15500,    5.28,    5.28,        21.88,    43.95,   599.00,   698.00,   589.00,   690.00,  3141,
   15501,    4.19,    4.19,        13.82,    43.95,   602.00,   687.00,   594.00,   679.00,  3142,
   15502,    5.55,    5.55,        24.18,    43.95,   815.50,   682.00,   807.00,   673.00,  3118,
   15503,    8.58,    8.58,        57.85,    43.95,   386.00,   642.00,   372.00,   630.00,  3146,
   15504,    5.07,    5.07,        20.15,    43.95,   557.00,   619.50,   549.00,   611.00,  3127,
   15505,    7.50,    7.50,        44.16,    43.95,  1052.50,   611.00,  1042.00,   601.00,  3113,
   15506,    4.77,    4.77,        17.85,    43.95,   663.00,   587.00,   655.00,   579.00,  3122,
   15507,    5.93,    5.93,        27.64,    43.95,   661.50,   547.00,   653.00,   538.00,  3130,
   15508,    5.14,    5.14,        20.73,    43.95,   974.00,   534.50,   966.00,   526.00,  3131,
   15509,    5.55,    5.55,        24.18,    43.95,   583.00,   519.00,   573.00,   511.00,  3134,
   15510,    7.19,    7.19,        40.58,    43.95,   622.50,   491.00,   612.00,   482.00,  3121,
   15511,    4.61,    4.61,         16.7,    43.95,   464.50,   482.00,   456.00,   474.00,  3135,
   15512,    6.11,    6.11,        29.36,    43.95,   476.50,   452.50,   466.00,   444.00,  3136,
   15513,    6.29,    6.29,        31.09,    43.95,   781.00,   421.00,   772.00,   411.00,  3117,
   15514,    6.74,    6.74,         35.7,    43.95,   345.50,   409.00,   335.00,   400.00,  3132,
   15515,    5.14,    5.14,        20.73,    43.95,   278.00,   364.00,   269.00,   356.00,  3137,
   15516,    6.52,    6.52,         33.4,    43.95,   251.00,   347.50,   240.00,   339.00,  3138,
   15517,    6.23,    6.23,        30.52,    43.95,   728.50,   327.50,   718.00,   319.00,  3143,
   15518,    5.42,    5.42,        23.03,    43.95,   889.50,   291.50,   881.00,   283.00,  3139,
   15519,    6.80,    6.80,        36.27,    43.95,   915.50,   267.50,   905.00,   258.00,  3140,
   15520,    4.45,    4.45,        15.55,    43.95,   797.00,   254.00,   789.00,   246.00,  3145,
   15521,    6.69,    6.69,        35.12,    43.95,   324.50,   232.50,   314.00,   223.00,  3144,
   15522,    6.41,    6.41,        32.24,    43.95,   535.50,   160.00,   525.00,   150.00,  3147,
   15523,    4.99,    4.99,        19.58,    43.95,   558.00,   144.50,   550.00,   136.00,  3148,
   15524,    5.21,    5.21,         21.3,    43.95,   258.00,   122.50,   248.00,   114.00,  3149,
   15525,    5.28,    5.28,        21.88,    43.95,   499.00,   109.00,   490.00,   100.00,  3150,
   15526,    6.29,    6.29,        31.09,    43.95,   466.50,   103.50,   456.00,    94.00,  3151,
   15527,    5.74,    5.74,        25.91,    43.95,   861.00,    96.50,   852.00,    87.00,  3152,
   15528,    6.29,    6.29,        31.09,    43.95,   944.50,    70.50,   935.00,    61.00,  3153,
   15534,    5.21,    5.21,         21.3,    43.99,   256.00,   897.00,   248.00,   888.00,  3103,
   15535,    5.48,    5.48,        23.61,    43.99,   815.50,   850.50,   807.00,   842.00,  3118,
   15536,    9.33,    9.33,        68.31,    43.99,   387.00,   830.50,   373.00,   820.00,  3146,
   15537,    4.77,    4.77,        17.85,    43.99,   557.50,   795.50,   550.00,   787.00,  3127,
   15538,    4.84,    4.84,        18.42,    43.99,   663.00,   772.50,   655.00,   764.00,  3122,
   15539,    6.69,    6.69,        35.12,    43.99,  1052.50,   741.00,  1042.00,   731.00,  3113,
   15540,    5.14,    5.14,        20.73,    43.99,   583.00,   738.00,   573.00,   730.00,  3134,
   15541,    5.28,    5.28,        21.88,    43.99,   974.50,   704.50,   966.00,   696.00,  3131,
   15542,    4.53,    4.53,        16.12,    43.99,   464.50,   685.50,   456.00,   678.00,  3135,
   15543,    6.05,    6.05,        28.79,    43.99,   662.00,   668.00,   653.00,   659.00,  3130,
   15544,    5.87,    5.87,        27.06,    43.99,   477.50,   663.00,   467.00,   655.00,  3136,
   15545,    6.69,    6.69,        35.12,    43.99,   622.50,   615.50,   612.00,   606.00,  3121,
   15546,    6.35,    6.35,        31.67,    43.99,   346.00,   553.50,   336.00,   545.00,  3132,
   15547,    6.46,    6.46,        32.82,    43.99,   729.50,   538.00,   719.00,   529.00,  3143,
   15548,    4.99,    4.99,        19.58,    43.99,   278.50,   533.50,   270.00,   525.00,  3137,
   15549,    5.99,    5.99,        28.21,    43.99,   251.00,   524.00,   240.00,   516.00,  3138,
   15550,    6.29,    6.29,        31.09,    43.99,   781.00,   510.50,   772.00,   501.00,  3117,
   15551,    4.45,    4.45,        15.55,    43.99,   797.50,   461.00,   790.00,   453.00,  3145,
   15552,    5.74,    5.74,        25.91,    43.99,   889.50,   437.50,   881.00,   429.00,  3139,
   15553,    7.50,    7.50,        44.16,    43.99,   915.50,   399.00,   904.00,   388.00,  3140,
   15554,    6.80,    6.80,        36.27,    43.99,   324.50,   389.00,   314.00,   380.00,  3144,
   15555,    6.46,    6.46,        32.82,    43.99,   536.50,   365.00,   526.00,   356.00,  3147,
   15556,    4.69,    4.69,        17.27,    43.99,   559.00,   331.50,   551.00,   323.00,  3148,
   15557,    5.35,    5.35,        22.46,    43.99,   500.50,   324.50,   491.00,   316.00,  3150,
   15558,    5.93,    5.93,        27.64,    43.99,   467.00,   322.00,   457.00,   313.00,  3151,
   15559,    5.28,    5.28,        21.88,    43.99,   258.50,   301.00,   249.00,   293.00,  3149,
   15560,    6.87,    6.87,        37.07,    43.99,   861.50,   301.50,   851.00,   292.00,  3152,
   15561,    6.63,    6.63,        34.55,    43.99,   945.00,   241.50,   934.00,   232.00,  3153,
   15562,    6.29,    6.29,        31.09,    43.99,   294.00,   162.00,   283.00,   153.00,  3154,
   15563,    6.52,    6.52,         33.4,    43.99,   451.00,    83.50,   440.00,    74.00,  3155,
   15564,    5.28,    5.28,        21.88,    43.99,   421.50,    81.50,   413.00,    73.00,  3156,
   15565,    5.07,    5.07,        20.15,    43.99,   794.00,    55.00,   786.00,    46.00,  3157,
   15570,    4.19,    4.19,        13.82,    44.04,   465.50,   892.00,   458.00,   884.00,  3094,
   15571,    4.92,    4.92,           19,    44.04,   975.00,   877.50,   967.00,   869.00,  3116,
   15572,    5.81,    5.81,        26.49,    44.04,   477.50,   877.50,   467.00,   869.00,  3136,
   15573,    6.58,    6.58,        33.97,    44.04,  1053.50,   871.00,  1043.00,   861.00,  3113,
   15574,    5.99,    5.99,        28.21,    44.04,   662.00,   791.00,   653.00,   782.00,  3122,
   15575,    5.74,    5.74,        25.91,    44.04,   730.00,   753.00,   720.00,   744.00,  3143,
   15576,    6.23,    6.23,        30.52,    44.04,   622.00,   741.00,   613.00,   732.00,  3121,
   15577,    4.69,    4.69,        17.27,    44.04,   278.50,   705.00,   270.00,   697.00,  3137,
   15578,    6.05,    6.05,        28.79,    44.04,   252.00,   703.00,   241.00,   695.00,  3138,
   15579,    6.63,    6.63,        34.55,    44.04,   346.50,   700.00,   336.00,   691.00,  3132,
   15580,    4.37,    4.37,        14.97,    44.04,   798.00,   671.00,   790.00,   663.00,  3145,
   15581,    6.29,    6.29,        31.09,    44.04,   781.00,   601.00,   772.00,   592.00,  3117,
   15582,    5.87,    5.87,        27.06,    44.04,   890.00,   586.00,   881.00,   577.00,  3139,
   15583,    5.87,    5.87,        27.06,    44.04,   536.50,   572.50,   526.00,   564.00,  3147,
   15584,    6.52,    6.52,         33.4,    44.04,   325.50,   548.50,   315.00,   540.00,  3144,
   15585,    5.55,    5.55,        24.18,    44.04,   468.00,   544.00,   458.00,   536.00,  3151,
   15586,    4.61,    4.61,         16.7,    44.04,   500.50,   543.00,   492.00,   535.00,  3150,
   15587,    6.87,    6.87,        37.07,    44.04,   915.50,   533.50,   905.00,   524.00,  3140,
   15588,    4.53,    4.53,        16.12,    44.04,   559.50,   521.50,   552.00,   513.00,  3148,
   15589,    6.63,    6.63,        34.55,    44.04,   862.00,   510.00,   852.00,   501.00,  3152,
   15590,    5.07,    5.07,        20.15,    44.04,   259.50,   482.00,   250.00,   474.00,  3149,
   15591,    8.00,    8.00,        50.28,    44.04,   945.00,   413.00,   934.00,   403.00,  3153,
   15592,    6.87,    6.87,        37.07,    44.04,   295.00,   356.00,   284.00,   347.00,  3154,
   15593,    6.80,    6.80,        36.27,    44.04,   452.00,   285.00,   441.00,   275.00,  3155,
   15594,    4.37,    4.37,        14.97,    44.04,   794.50,   254.50,   787.00,   246.00,  3157,
   15595,    4.61,    4.61,         16.7,    44.04,   743.00,   249.50,   735.00,   241.00,  3158,
   15596,    5.07,    5.07,        20.15,    44.04,   422.50,   233.50,   414.00,   225.00,  3156,
   15597,    6.87,    6.87,        37.07,    44.04,   315.50,   204.50,   305.00,   195.00,  3159,
   15598,    6.74,    6.74,         35.7,    44.04,   958.50,   189.50,   948.00,   180.00,  3160,
   15599,    6.63,    6.63,        34.55,    44.04,   605.00,   165.50,   595.00,   156.00,  3161,
   15600,    6.41,    6.41,        32.24,    44.04,   850.00,    95.00,   840.00,    85.00,  3162,
   15601,    6.74,    6.74,         35.7,    44.04,   950.00,    86.00,   940.00,    76.00,  3163,
   15602,    5.35,    5.35,        22.46,    44.04,   877.50,    77.50,   869.00,    69.00,  3164,
   15603,    5.21,    5.21,         21.3,    44.04,   350.50,    67.00,   342.00,    58.00,  3165,
   15604,    5.21,    5.21,         21.3,    44.04,   508.50,    59.50,   500.00,    50.00,  3166,
   15609,    5.81,    5.81,        26.49,    44.09,   730.00,   888.50,   720.00,   880.00,  3143,
   15610,    5.81,    5.81,        26.49,    44.09,   662.50,   868.00,   654.00,   859.00,  3122,
   15611,    6.58,    6.58,        33.97,    44.09,   622.50,   819.00,   613.00,   809.00,  3121,
   15612,    5.81,    5.81,        26.49,    44.09,   252.00,   813.00,   241.00,   805.00,  3105,
   15613,    4.61,    4.61,         16.7,    44.09,   279.50,   811.00,   271.00,   803.00,  3137,
   15614,    4.19,    4.19,        13.82,    44.09,   798.50,   803.00,   791.00,   795.00,  3145,
   15615,    6.80,    6.80,        36.27,    44.09,   346.50,   791.00,   336.00,   782.00,  3132,
   15616,    5.93,    5.93,        27.64,    44.09,   537.50,   704.00,   527.00,   696.00,  3147,
   15617,    5.14,    5.14,        20.73,    44.09,   468.00,   684.00,   458.00,   676.00,  3135,
   15618,    4.53,    4.53,        16.12,    44.09,   500.50,   681.00,   492.00,   673.00,  3150,
   15619,    5.87,    5.87,        27.06,    44.09,   890.00,   678.00,   881.00,   669.00,  3139,
   15620,    6.23,    6.23,        30.52,    44.09,   781.50,   656.50,   772.00,   647.00,  3117,
   15621,    6.87,    6.87,        37.07,    44.09,   325.50,   647.50,   315.00,   639.00,  3144,
   15622,    4.77,    4.77,        17.85,    44.09,   560.00,   641.50,   552.00,   633.00,  3148,
   15623,    6.80,    6.80,        36.27,    44.09,   862.00,   641.50,   852.00,   632.00,  3152,
   15624,    8.20,    8.20,        52.78,    44.09,   916.50,   616.00,   905.00,   606.00,  3140,
   15625,    4.84,    4.84,        18.42,    44.09,   259.00,   593.00,   250.00,   585.00,  3149,
   15626,    6.80,    6.80,        36.27,    44.09,   945.50,   520.00,   935.00,   510.00,  3153,
   15627,    6.63,    6.63,        34.55,    44.09,   295.00,   477.50,   284.00,   469.00,  3154,
   15628,    6.63,    6.63,        34.55,    44.09,   452.00,   413.00,   441.00,   404.00,  3155,
   15629,    4.77,    4.77,        17.85,    44.09,   795.00,   379.50,   787.00,   371.00,  3157,
   15630,    4.61,    4.61,         16.7,    44.09,   744.00,   374.50,   736.00,   366.00,  3158,
   15631,    4.99,    4.99,        19.58,    44.09,   423.00,   328.50,   415.00,   320.00,  3156,
   15632,    7.08,    7.08,         39.4,    44.09,   959.00,   312.50,   949.00,   303.00,  3160,
   15633,    6.74,    6.74,         35.7,    44.09,   315.50,   306.00,   305.00,   297.00,  3159,
   15634,    6.69,    6.69,        35.12,    44.09,   604.50,   271.50,   593.00,   262.00,  3161,
   15635,    6.35,    6.35,        31.67,    44.09,   850.00,   227.50,   840.00,   218.00,  3162,
   15636,    4.92,    4.92,           19,    44.09,   508.50,   187.00,   500.00,   178.00,  3166,
   15637,    6.41,    6.41,        32.24,    44.09,   443.50,   180.00,   433.00,   171.00,  3167,
   15638,    6.87,    6.87,        37.07,    44.09,   951.00,   178.00,   941.00,   168.00,  3163,
   15639,    5.48,    5.48,        23.61,    44.09,   877.50,   168.00,   869.00,   159.00,  3164,
   15640,    5.21,    5.21,         21.3,    44.09,   351.00,   167.50,   342.00,   159.00,  3165,
   15641,    5.48,    5.48,        23.61,    44.09,   260.00,   148.00,   250.00,   139.00,  3168,
   15642,    4.53,    4.53,        16.12,    44.09,   713.00,   138.00,   705.00,   130.00,  3169,
   15643,    4.92,    4.92,           19,    44.09,   602.50,   109.50,   594.00,   101.00,  3170,
   15644,    4.99,    4.99,        19.58,    44.09,   718.50,   101.00,   710.00,    92.00,  3171,
   15645,    4.99,    4.99,        19.58,    44.09,  1014.00,    94.00,  1006.00,    85.00,  3172,
   15646,    6.35,    6.35,        31.67,    44.09,   559.50,    57.00,   549.00,    47.00,  3173,
   15654,    5.55,    5.55,        24.18,    44.13,   538.50,   873.50,   529.00,   865.00,  3147,
   15655,    5.35,    5.35,        22.46,    44.13,   469.00,   864.00,   459.00,   856.00,  3135,
   15656,    4.19,    4.19,        13.82,    44.13,   502.00,   858.50,   494.00,   851.00,  3150,
   15657,    6.41,    6.41,        32.24,    44.13,   862.50,   811.50,   852.00,   803.00,  3152,
   15658,    5.74,    5.74,        25.91,    44.13,   890.50,   799.50,   882.00,   791.00,  3139,
   15659,    4.69,    4.69,        17.27,    44.13,   560.50,   796.50,   553.00,   788.00,  3127,
   15660,    6.52,    6.52,         33.4,    44.13,   325.50,   778.50,   315.00,   770.00,  3144,
   15661,    4.84,    4.84,        18.42,    44.13,   259.00,   742.50,   250.00,   735.00,  3149,
   15662,    6.17,    6.17,        29.94,    44.13,   782.00,   730.00,   773.00,   721.00,  3117,
   15663,    7.50,    7.50,        44.16,    44.13,   916.00,   726.00,   905.00,   716.00,  3140,
   15664,    7.80,    7.80,        47.81,    44.13,   946.00,   661.50,   935.00,   651.00,  3153,
   15665,    6.35,    6.35,        31.67,    44.13,   295.00,   638.00,   284.00,   630.00,  3154,
   15666,    5.99,    5.99,        28.21,    44.13,   452.50,   577.50,   442.00,   569.00,  3155,
   15667,    4.61,    4.61,         16.7,    44.13,   795.50,   541.50,   788.00,   533.00,  3157,
   15668,    4.77,    4.77,        17.85,    44.13,   744.00,   536.50,   736.00,   528.00,  3158,
   15669,    6.46,    6.46,        32.82,    44.13,   959.00,   476.00,   949.00,   467.00,  3160,
   15670,    5.21,    5.21,         21.3,    44.13,   423.50,   452.50,   415.00,   444.00,  3156,
   15671,    6.41,    6.41,        32.24,    44.13,   316.00,   442.00,   306.00,   433.00,  3159,
   15672,    6.87,    6.87,        37.07,    44.13,   606.00,   410.50,   596.00,   401.00,  3161,
   15673,    6.98,    6.98,        38.23,    44.13,   850.50,   398.50,   840.00,   389.00,  3162,
   15674,    5.99,    5.99,        28.21,    44.13,   443.50,   358.00,   433.00,   349.00,  3167,
   15675,    4.92,    4.92,           19,    44.13,   509.50,   352.00,   501.00,   344.00,  3166,
   15676,    5.55,    5.55,        24.18,    44.13,   260.00,   305.50,   250.00,   297.00,  3168,
   15677,    5.14,    5.14,        20.73,    44.13,   351.50,   299.50,   343.00,   291.00,  3165,
   15678,    6.80,    6.80,        36.27,    44.13,   950.00,   299.50,   939.00,   290.00,  3163,
   15679,    4.61,    4.61,         16.7,    44.13,   714.00,   296.00,   706.00,   288.00,  3169,
   15680,    5.61,    5.61,        24.76,    44.13,   877.50,   286.50,   869.00,   278.00,  3164,
   15681,    4.84,    4.84,        18.42,    44.13,   603.50,   285.50,   595.00,   277.00,  3170,
   15682,    5.35,    5.35,        22.46,    44.13,   719.50,   281.00,   710.00,   272.00,  3171,
