Particle ID,Area (Filled),Capture X,Capture Y,Diameter (FD),Elapsed Time,Image Height,Image Width
5601,25.91,704,934,5.74,29.53,18,18
5602,27.06,618,891,5.87,29.53,17,20
5603,20.73,937,827,5.14,29.53,17,17
5604,24.18,587,749,5.55,29.53,16,20
5605,37.07,605,737,6.87,29.53,18,22
5606,59.14,657,719,8.68,29.53,20,23
5607,17.85,749,713,4.77,29.53,16,19
5608,41.76,707,690,7.29,29.53,20,21
5609,20.15,618,688,5.07,29.53,17,16
5610,19,845,603,4.92,29.53,17,16
5611,15.55,435,597,4.45,29.53,16,15
5612,35.7,732,548,6.74,29.53,19,21
5613,27.06,909,528,5.87,29.53,18,19
5614,146.3,927,425,13.65,29.53,27,25
5615,30.52,410,387,6.23,29.53,17,21
5616,14.97,668,317,4.37,29.53,16,15
5617,17.85,451,273,4.77,29.53,17,17
5618,21.3,549,263,5.21,29.53,18,20
5619,18.42,538,228,4.84,29.53,17,17
5620,25.33,806,171,5.68,29.53,18,19
5621,31.67,573,71,6.35,29.53,20,21
5622,19,553,23,4.92,29.53,18,16
5623,16.7,590,951,4.61,29.58,13,16
5624,20.73,663,924,5.14,29.58,17,18
5625,14.97,751,918,4.37,29.58,16,16
5626,35.12,606,910,6.69,29.58,19,19
5627,17.85,657,894,4.77,29.58,16,16
5628,40.58,709,873,7.19,29.58,20,20
5629,20.73,619,855,5.14,29.58,17,16
5630,17.85,846,782,4.77,29.58,17,16
5631,16.12,436,771,4.53,29.58,16,15
5632,33.97,733,744,6.58,29.58,18,20
5633,26.49,909,724,5.81,29.58,18,20
5634,35.12,932,619,6.69,29.58,18,20
5635,65.66,927,589,9.14,29.58,21,22
5636,23.61,411,587,5.48,29.58,16,20
5637,15.55,668,504,4.45,29.58,16,16
5638,19,550,468,4.92,29.58,16,19
5639,16.12,452,465,4.53,29.58,16,16
5640,16.12,539,417,4.53,29.58,16,16
5641,19,807,377,4.92,29.58,16,19
5642,28.21,574,274,5.99,29.58,18,20
5643,19,554,204,4.92,29.58,17,16
5644,26.49,690,195,5.81,29.58,19,20
5645,17.85,910,141,4.77,29.58,16,17
5646,18.42,634,76,4.84,29.58,17,16
5647,31.67,380,65,6.35,29.58,20,21
5648,20.73,422,63,5.14,29.58,18,17
5649,23.03,822,61,5.42,29.58,17,17
5650,29.36,550,26,6.11,29.58,20,20
5651,10.94,436,954,3.73,29.62,10,15
5652,20.73,733,953,5.14,29.62,11,21
5653,17.85,911,933,4.77,29.62,16,18
5654,31.09,932,816,6.29,29.62,18,21
5655,23.61,411,798,5.48,29.62,16,21
5656,40.58,928,762,7.19,29.62,20,21
5657,16.7,669,701,4.61,29.62,17,15
5658,16.7,551,684,4.61,29.62,16,17
5659,14.97,452,667,4.37,29.62,16,17
5660,16.12,541,615,4.53,29.62,17,15
5661,17.27,809,593,4.69,29.62,16,17
5662,31.67,574,486,6.35,29.62,17,21
5663,35.7,690,405,6.74,29.62,18,21
5664,17.85,555,394,4.77,29.62,17,16
5665,19,911,314,4.92,29.62,17,16
5666,17.27,634,278,4.69,29.62,16,17
5667,30.52,380,277,6.23,29.62,18,22
5668,29.94,550,240,6.17,29.62,19,21
5669,20.15,423,233,5.07,29.62,17,16
5670,25.33,822,195,5.68,29.62,17,18
5671,31.67,658,194,6.35,29.62,19,21
5672,20.15,525,171,5.07,29.62,18,17
5673,22.46,760,151,5.35,29.62,18,20
5674,20.73,510,108,5.14,29.62,18,17
5675,70.98,352,67,9.51,29.62,20,23
5676,33.4,885,63,6.52,29.62,21,20
5677,20.73,624,61,5.14,29.62,17,18
5678,20.73,548,60,5.14,29.62,18,19
5679,23.03,1020,37,5.42,29.62,18,18
5680,27.64,330,23,5.93,29.62,19,21
5681,29.94,928,894,6.17,29.67,19,20
5682,16.12,669,854,4.53,29.67,16,16
5683,14.97,553,850,4.37,29.67,16,16
5684,13.24,454,823,4.11,29.67,15,15
5685,15.55,541,768,4.45,29.67,16,15
5686,16.7,809,759,4.61,29.67,16,17
5687,25.91,575,648,5.74,29.67,18,20
5688,33.97,691,566,6.58,29.67,18,20
5689,15.55,556,540,4.45,29.67,16,15
5690,21.88,911,445,5.28,29.67,18,17
5691,29.36,381,439,6.11,29.67,17,21
5692,15.55,635,431,4.45,29.67,17,16
5693,25.33,551,405,5.68,29.67,17,20
5694,19,423,362,4.92,29.67,17,17
5695,34.55,659,350,6.63,29.67,20,21
5696,17.85,525,337,4.77,29.67,17,17
5697,25.33,761,318,5.68,29.67,18,19
5698,25.91,823,296,5.74,29.67,18,17
5699,17.85,511,270,4.77,29.67,16,17
5700,18.42,624,226,4.84,29.67,17,17
5701,19,549,225,4.92,29.67,17,17
5702,72.32,352,217,9.6,29.67,19,24
5703,32.82,885,215,6.46,29.67,19,21
5704,24.76,331,184,5.61,29.67,17,20
5705,29.36,1020,156,6.11,29.67,19,19
5706,29.94,655,127,6.17,29.67,20,21
5707,27.06,930,91,5.87,29.67,17,19
5708,21.3,426,33,5.21,29.67,18,17
5709,12.67,810,913,4.02,29.72,15,15
5710,13.82,541,910,4.19,29.72,16,16
5711,24.18,576,801,5.55,29.72,16,20
5712,28.21,691,716,5.99,29.72,17,21
5713,16.12,556,675,4.53,29.72,17,15
5714,25.33,382,589,5.68,29.72,17,20
5715,14.97,636,574,4.37,29.72,16,15
5716,21.3,912,570,5.21,29.72,17,16
5717,25.91,551,557,5.74,29.72,17,21
5718,29.36,659,498,6.11,29.72,17,21
5719,17.85,525,490,4.77,29.72,16,18
5720,19,424,482,4.92,29.72,17,16
5721,20.73,762,473,5.14,29.72,17,18
5722,16.7,511,419,4.61,29.72,16,17
5723,25.91,823,392,5.74,29.72,18,17
5724,17.27,625,380,4.69,29.72,16,17
5725,16.12,549,378,4.53,29.72,16,17
5726,60.43,353,357,8.77,29.72,19,23
5727,47.81,885,355,7.8,29.72,19,21
5728,24.18,332,334,5.55,29.72,17,20
5729,33.4,656,274,6.52,29.72,20,21
5730,33.4,1019,273,6.52,29.72,19,20
5731,29.94,931,201,6.17,29.72,18,18
5732,21.3,426,145,5.21,29.72,17,17
5733,28.79,434,132,6.05,29.72,18,21
5734,19.58,508,92,4.99,29.72,18,17
5735,33.4,492,61,6.52,29.72,19,21
5736,35.12,602,59,6.69,29.72,20,20
5737,33.4,433,57,6.52,29.72,18,19
5738,21.3,844,43,5.21,29.72,18,18
5739,19.58,723,41,4.99,29.72,16,17
5740,19.58,694,928,4.99,29.77,16,18
5741,17.27,556,866,4.69,29.77,16,16
5742,25.91,382,801,5.74,29.77,16,21
5743,14.97,637,775,4.37,29.77,16,15
5744,24.18,552,771,5.55,29.77,16,20
5745,22.46,912,745,5.35,29.77,17,17
5746,14.97,526,705,4.37,29.77,16,17
5747,30.52,660,701,6.23,29.77,18,21
5748,18.42,762,692,4.84,29.77,16,19
5749,18.42,425,652,4.84,29.77,17,16
5750,13.82,513,628,4.19,29.77,16,15
5751,13.24,627,595,4.11,29.77,15,15
5752,16.12,550,593,4.53,29.77,15,17
5753,24.76,356,555,5.61,29.77,18,20
5754,38.23,886,553,6.98,29.77,20,20
5755,23.61,332,545,5.48,29.77,16,21
5756,26.49,823,527,5.81,29.77,18,18
5757,32.24,656,483,6.41,29.77,18,21
5758,34.55,1019,438,6.63,29.77,18,20
5759,32.82,931,356,6.46,29.77,19,18
5760,28.79,435,348,6.05,29.77,17,21
5761,19.58,427,302,4.99,29.77,17,17
5762,17.85,510,289,4.77,29.77,16,16
5763,20.15,845,258,5.07,29.77,18,17
5764,40.58,492,251,7.19,29.77,19,22
5765,31.09,433,238,6.29,29.77,19,19
5766,31.09,602,227,6.29,29.77,19,20
5767,21.3,723,192,5.21,29.77,18,17
5768,31.09,357,177,6.29,29.77,19,21
5769,29.94,593,150,6.17,29.77,18,21
5770,21.3,384,122,5.21,29.77,18,18
5771,17.85,695,110,4.77,29.77,16,17
5772,17.27,641,61,4.69,29.77,18,16
5773,84.63,469,51,10.38,29.77,27,22
5774,21.88,914,40,5.28,29.77,18,16
5775,21.3,366,0,5.21,29.77,17,18
5776,13.24,529,936,4.11,29.81,15,15
5777,19.58,913,932,4.99,29.81,17,16
5778,16.7,764,925,4.61,29.81,16,18
5779,23.03,662,922,5.42,29.81,17,19
5780,12.67,514,852,4.02,29.81,15,15
5781,18.42,425,833,4.84,29.81,17,16
5782,13.82,627,825,4.19,29.81,15,16
5783,13.24,552,822,4.11,29.81,16,15
5784,21.88,333,770,5.28,29.81,16,20
5785,32.82,886,765,6.46,29.81,19,21
5786,65.66,354,765,9.14,29.81,19,23
5787,28.21,657,705,5.99,29.81,17,21
5788,26.49,823,672,5.81,29.81,17,18
5789,25.33,1021,613,5.68,29.81,17,19
5790,25.33,436,579,5.68,29.81,16,20
5791,32.24,931,522,6.41,29.81,19,19
5792,14.97,511,498,4.37,29.81,16,15
5793,14.39,845,490,4.28,29.81,16,16
5794,20.73,428,470,5.14,29.81,17,16
5795,35.7,493,455,6.74,29.81,18,22
5796,32.82,434,432,6.46,29.81,18,19
5797,38.23,603,405,6.98,29.81,20,20
5798,29.94,358,403,6.17,29.81,17,21
5799,28.79,593,364,6.05,29.81,18,21
5800,25.33,724,355,5.68,29.81,18,17
5801,18.42,385,317,4.84,29.81,17,17
5802,19,696,293,4.92,29.81,17,16
5803,18.42,641,290,4.84,29.81,17,17
5804,70.98,469,285,9.51,29.81,26,22
5805,16.7,914,250,4.61,29.81,16,16
5806,18.42,367,212,4.84,29.81,17,17
5807,29.36,849,185,6.11,29.81,19,19
5808,19,479,168,4.92,29.81,17,16
5809,20.15,838,155,5.07,29.81,18,18
5810,30.52,423,93,6.23,29.81,19,21
5811,41.76,433,72,7.29,29.81,20,21
5812,16.12,355,954,4.53,29.86,10,22
5813,20.15,660,904,5.07,29.86,17,18
5814,27.06,824,800,5.87,29.86,18,18
5815,21.88,437,787,5.28,29.86,16,20
5816,27.06,1020,769,5.87,29.86,17,20
5817,14.39,846,698,4.28,29.86,15,16
5818,14.97,512,686,4.37,29.86,16,15
5819,32.82,932,670,6.46,29.86,19,18
5820,28.21,496,638,5.99,29.86,17,19
5821,20.73,428,620,5.14,29.86,17,16
5822,29.94,435,606,6.17,29.86,18,18
5823,27.64,359,606,5.93,29.86,16,21
5824,137.14,594,557,13.21,29.86,26,29
5825,25.33,724,500,5.68,29.86,18,18
5826,13.82,643,497,4.19,29.86,16,15
5827,60.43,470,497,8.77,29.86,24,22
5828,18.42,386,490,4.84,29.86,17,17
5829,21.88,696,457,5.28,29.86,17,17
5830,16.12,914,436,4.53,29.86,17,16
5831,16.7,368,404,4.61,29.86,16,17
5832,29.94,849,387,6.17,29.86,18,20
5833,18.42,839,361,4.84,29.86,18,17
5834,18.42,480,323,4.84,29.86,17,16
5835,28.79,423,294,6.05,29.86,17,22
5836,40.58,433,214,7.19,29.86,20,22
5837,27.64,239,158,5.93,29.86,18,21
5838,28.21,737,46,5.99,29.86,18,19
5839,27.06,608,44,5.87,29.86,18,19
5840,26.49,437,900,5.81,29.91,16,20
5841,29.36,824,871,6.11,29.91,18,18
5842,24.76,1020,853,5.61,29.91,17,20
5843,14.97,846,811,4.37,29.91,15,16
5844,14.97,512,789,4.37,29.91,16,15
5845,33.4,932,751,6.52,29.91,19,18
5846,31.67,496,738,6.35,29.91,17,19
5847,26.49,359,716,5.81,29.91,16,21
5848,73.67,429,701,9.68,29.91,18,25
5849,122.11,594,653,12.47,29.91,27,29
5850,50.28,470,612,8,29.91,24,22
5851,15.55,642,610,4.45,29.91,16,17
5852,17.27,386,585,4.69,29.91,17,17
5853,24.18,725,581,5.55,29.91,17,17
5854,21.3,697,547,5.21,29.91,17,16
5855,16.12,915,538,4.53,29.91,16,16
5856,17.27,368,507,4.69,29.91,16,17
5857,38.23,849,497,6.98,29.91,18,20
5858,14.97,839,475,4.37,29.91,16,16
5859,20.15,480,408,5.07,29.91,17,16
5860,29.94,424,402,6.17,29.91,18,21
5861,35.7,434,293,6.74,29.91,19,20
5862,25.33,239,254,5.68,29.91,17,21
5863,30.52,607,151,6.23,29.91,20,21
5864,27.06,737,150,5.87,29.91,19,19
5865,25.33,663,70,5.68,29.91,19,20
5866,14.97,512,948,4.37,29.94,16,15
5867,25.33,494,894,5.68,29.94,16,22
5868,25.33,359,887,5.68,29.94,16,21
5869,32.24,932,878,6.41,29.94,19,18
5870,28.21,435,849,5.99,29.94,17,19
5871,20.73,429,830,5.14,29.94,17,16
5872,27.06,594,825,5.87,29.94,17,21
5873,32.24,602,789,6.41,29.94,18,22
5874,51.52,471,789,8.1,29.94,24,20
5875,13.82,644,784,4.19,29.94,16,15
5876,16.7,388,732,4.61,29.94,17,15
5877,24.76,725,705,5.61,29.94,17,17
5878,16.7,915,697,4.61,29.94,16,16
5879,23.61,697,686,5.48,29.94,17,17
5880,15.55,368,669,4.45,29.94,16,17
5881,27.64,849,668,5.93,29.94,17,21
5882,16.12,840,649,4.53,29.94,16,17
5883,25.91,424,572,5.74,29.94,16,22
5884,21.3,480,540,5.21,29.94,17,17
5885,38.23,434,414,6.98,29.94,19,21
5886,24.76,240,404,5.61,29.94,17,21
5887,31.09,607,319,6.29,29.94,19,22
5888,36.27,736,312,6.8,29.94,20,21
5889,25.91,664,248,5.74,29.94,18,19
5890,25.91,613,160,5.74,29.94,18,19
5891,19.58,682,157,4.99,29.94,18,17
5892,35.12,698,126,6.69,29.94,21,20
5893,19.58,715,22,4.99,29.94,18,16
5894,28.21,604,949,5.99,29.98,15,19
5895,15.55,389,905,4.45,29.98,16,15
5896,15.55,916,883,4.45,29.98,16,16
5897,25.33,850,869,5.68,29.98,17,20
5898,16.7,369,859,4.61,29.98,16,17
5899,14.97,840,854,4.37,29.98,16,16
5900,25.91,725,850,5.74,29.98,18,18
5901,23.03,697,849,5.42,29.98,17,17
5902,25.33,425,770,5.68,29.98,16,21
5903,21.3,481,694,5.21,29.98,17,16
5904,21.88,241,579,5.28,29.98,16,20
5905,33.4,434,557,6.52,29.98,17,21
5906,33.97,608,517,6.58,29.98,18,21
5907,44.16,736,504,7.5,29.98,20,21
5908,28.79,664,457,6.05,29.98,18,20
5909,20.73,613,370,5.14,29.98,17,20
5910,14.97,684,361,4.37,29.98,16,15
5911,30.52,699,312,6.23,29.98,18,20
5912,17.27,715,202,4.69,29.98,16,16
5913,32.82,566,116,6.46,29.98,20,21
5914,33.97,639,104,6.58,29.98,19,21
5915,29.94,758,101,6.17,29.98,19,18
5916,21.88,481,851,5.28,30.03,17,17
5917,23.61,241,755,5.48,30.03,16,21
5918,27.64,609,716,5.93,30.03,19,20
5919,28.79,435,701,6.05,30.03,17,18
5920,33.97,737,698,6.58,30.03,19,21
5921,21.88,665,670,5.28,30.03,16,20
5922,19.58,614,583,4.99,30.03,16,19
5923,14.39,684,566,4.28,30.03,16,16
5924,31.67,700,497,6.35,30.03,20,20
5925,17.27,716,382,4.69,30.03,16,16
5926,40.58,640,306,7.19,30.03,19,21
5927,32.82,565,300,6.46,30.03,18,22
5928,27.64,759,264,5.93,30.03,18,19
5929,37.07,444,121,6.87,30.03,20,21
5930,31.67,830,107,6.35,30.03,19,19
5931,20.15,976,106,5.07,30.03,17,16
5932,25.91,551,91,5.74,30.03,18,20
5933,21.3,922,36,5.21,30.03,18,16
5934,42.95,705,29,7.4,30.03,20,21
5935,21.88,883,14,5.28,30.03,19,16
5936,22.46,242,873,5.35,30.08,16,20
5937,25.91,609,855,5.74,30.08,16,21
5938,24.18,738,833,5.55,30.08,17,20
5939,20.15,665,815,5.07,30.08,16,20
5940,29.36,435,798,6.11,30.08,18,18
5941,17.85,614,728,4.77,30.08,16,20
5942,14.39,685,706,4.28,30.08,16,15
5943,34.55,699,625,6.63,30.08,19,21
5944,19,716,504,4.92,30.08,17,16
5945,31.67,640,445,6.35,30.08,19,21
5946,33.4,566,425,6.52,30.08,18,22
5947,29.36,759,375,6.11,30.08,17,20
5948,31.67,830,245,6.35,30.08,17,20
5949,24.76,552,237,5.61,30.08,17,20
5950,20.15,976,227,5.07,30.08,18,16
5951,40.58,445,217,7.19,30.08,20,21
5952,20.15,922,167,5.07,30.08,18,16
5953,19.58,883,127,4.99,30.08,17,17
5954,33.4,706,125,6.52,30.08,19,19
5955,32.24,725,3,6.41,30.08,20,19
5956,21.3,816,0,5.21,30.08,17,17
5957,29.94,435,924,6.17,30.12,18,18
5958,14.39,617,912,4.28,30.12,16,15
5959,13.82,685,885,4.19,30.12,15,16
5960,32.24,699,787,6.41,30.12,20,21
5961,20.15,716,661,5.07,30.12,17,17
5962,28.79,641,623,6.05,30.12,17,21
5963,32.82,566,584,6.46,30.12,18,22
5964,29.36,759,517,6.11,30.12,17,20
5965,24.18,552,421,5.55,30.12,17,20
5966,40.58,830,417,7.19,30.12,20,20
5967,14.39,977,389,4.28,30.12,17,15
5968,37.07,445,341,6.87,30.12,19,21
5969,14.39,923,339,4.28,30.12,16,15
5970,18.42,884,272,4.84,30.12,16,16
5971,39.4,704,247,7.08,30.12,20,22
5972,14.39,817,180,4.28,30.12,16,16
5973,32.82,724,163,6.46,30.12,19,21
5974,29.94,515,140,6.17,30.12,18,22
5975,32.24,360,23,6.41,30.12,20,21
5976,19.58,822,6,4.99,30.12,18,15
5977,20.73,717,869,5.14,30.17,17,16
5978,21.88,643,857,5.28,30.17,16,19
5979,31.09,569,795,6.29,30.17,18,19
5980,25.33,760,706,5.68,30.17,17,18
5981,19.58,553,667,4.99,30.17,16,20
5982,32.82,831,648,6.46,30.17,18,20
5983,14.39,977,601,4.28,30.17,16,16
5984,15.55,923,564,4.45,30.17,16,16
5985,33.97,446,504,6.58,30.17,18,21
5986,23.03,884,462,5.42,30.17,18,17
5987,15.55,818,418,4.45,30.17,16,16
5988,36.27,706,410,6.8,30.17,18,21
5989,40.58,724,372,7.19,30.17,21,22
5990,29.94,516,366,6.17,30.17,17,21
5991,32.24,360,255,6.41,30.17,18,22
5992,16.12,822,237,4.53,30.17,16,16
5993,21.3,559,216,5.21,30.17,17,19
5994,30.52,832,201,6.23,30.17,18,20
5995,31.67,591,157,6.35,30.17,19,21
5996,32.82,678,120,6.46,30.17,19,21
5997,35.12,936,15,6.69,30.17,20,20
5998,23.03,881,0,5.42,30.17,16,16
5999,17.27,554,910,4.69,30.22,15,18
6000,25.33,760,892,5.68,30.22,17,18
6001,28.21,831,877,5.99,30.22,18,20
6002,14.39,978,808,4.28,30.22,16,15
6003,16.12,924,786,4.53,30.22,16,16
6004,33.97,446,665,6.58,30.22,18,21
6005,14.97,819,653,4.37,30.22,16,15
6006,20.73,885,650,5.14,30.22,17,16
6007,30.52,516,588,6.23,30.22,17,22
6008,33.4,726,581,6.52,30.22,20,20
6009,28.21,707,570,5.99,30.22,18,18
6010,27.06,361,485,5.87,30.22,16,22
6011,16.12,823,464,4.53,30.22,16,16
6012,16.12,560,457,4.53,30.22,16,17
6013,24.76,833,440,5.61,30.22,18,19
6014,31.67,591,387,6.35,30.22,18,22
6015,39.4,679,341,7.08,30.22,19,21
6016,14.97,882,230,4.37,30.22,16,15
6017,34.55,470,214,6.63,30.22,20,21
6018,32.24,935,204,6.41,30.22,19,21
6019,16.7,717,202,4.61,30.22,17,16
6020,24.76,541,162,5.61,30.22,18,19
6021,21.88,896,146,5.28,30.22,18,17
6022,21.3,685,25,5.21,30.22,18,16
6023,20.73,733,3,5.14,30.22,18,16
6024,13.82,819,835,4.19,30.26,15,16
6025,23.61,885,794,5.48,30.26,18,17
6026,29.94,447,788,6.17,30.26,18,18
6027,27.06,519,760,5.87,30.26,17,19
6028,47.81,725,742,7.8,30.26,19,21
6029,27.06,707,694,5.87,30.26,18,18
6030,29.94,362,660,6.17,30.26,16,21
6031,14.97,562,642,4.37,30.26,16,16
6032,15.55,823,638,4.45,30.26,16,16
6033,19.58,833,626,4.99,30.26,16,19
6034,29.36,592,565,6.11,30.26,17,21
6035,32.82,679,510,6.46,30.26,20,22
6036,14.97,882,407,4.37,30.26,16,15
6037,32.82,470,391,6.46,30.26,18,22
6038,17.27,717,366,4.69,30.26,16,16
6039,32.24,936,350,6.41,30.26,18,21
6040,25.33,541,350,5.68,30.26,17,20
6041,24.18,897,267,5.55,30.26,17,17
6042,20.15,685,164,5.07,30.26,17,17
6043,17.85,733,151,4.77,30.26,16,16
6044,21.3,832,70,5.21,30.26,17,17
6045,11.52,819,954,3.83,30.31,10,16
6046,23.03,885,890,5.42,30.31,17,17
6047,27.64,517,873,5.93,30.31,17,21
6048,29.36,447,870,6.11,30.31,18,18
6049,41.76,725,848,7.29,30.31,19,22
6050,27.06,362,776,5.87,30.31,16,21
6051,29.36,707,774,6.11,30.31,20,18
6052,14.39,561,764,4.28,30.31,16,17
6053,13.82,824,752,4.19,30.31,16,15
6054,23.03,833,745,5.42,30.31,18,20
6055,29.36,592,681,6.11,30.31,17,21
6056,35.7,680,622,6.74,30.31,19,21
6057,14.97,882,524,4.37,30.31,16,16
6058,30.52,471,507,6.23,30.31,17,21
6059,20.73,542,474,5.14,30.31,16,19
6060,17.27,718,473,4.69,30.31,17,16
6061,36.27,936,445,6.8,30.31,20,21
6062,25.33,897,348,5.68,30.31,17,17
6063,21.3,685,255,5.21,30.31,17,17
6064,19,733,247,4.92,30.31,17,17
6065,24.18,833,152,5.55,30.31,17,17
6066,37.07,479,84,6.87,30.31,20,21
6067,24.76,980,16,5.61,30.31,18,18
6068,14.97,883,900,4.37,30.4,16,16
6069,26.49,472,880,5.81,30.4,17,21
6070,17.85,543,871,4.77,30.4,16,18
6071,16.7,719,821,4.61,30.4,16,16
6072,50.28,936,758,8,30.4,21,22
6073,25.91,898,609,5.74,30.4,17,17
6074,21.88,734,558,5.28,30.4,17,17
6075,22.46,686,550,5.35,30.4,17,17
6076,27.06,833,414,5.87,30.4,18,18
6077,31.67,868,375,6.35,30.4,18,20
6078,20.15,932,371,5.07,30.4,17,18
6079,35.7,481,366,6.74,30.4,19,20
6080,22.46,981,365,5.35,30.4,18,18
6081,16.12,748,279,4.53,30.4,16,16
6082,20.15,612,275,5.07,30.4,17,19
6083,20.15,442,243,5.07,30.4,17,17
6084,29.36,548,129,6.11,30.4,19,21
6085,29.94,316,123,6.17,30.4,19,21
6086,18.42,359,113,4.84,30.4,17,17
6087,21.3,524,90,5.21,30.4,18,17
6088,25.91,745,82,5.74,30.4,18,19
6089,33.4,937,924,6.52,30.45,20,20
6090,25.91,898,746,5.74,30.45,18,18
6091,23.03,734,723,5.42,30.45,17,17
6092,24.18,687,706,5.55,30.45,18,17
6093,27.06,869,580,5.87,30.45,18,20
6094,16.12,933,571,4.53,30.45,16,16
6095,25.91,834,553,5.74,30.45,18,17
6096,15.55,982,551,4.45,30.45,15,17
6097,32.82,481,515,6.46,30.45,19,20
6098,18.42,613,487,4.84,30.45,16,17
6099,16.7,749,470,4.61,30.45,17,16
6100,17.27,443,439,4.69,30.45,16,16
6101,27.64,549,338,5.93,30.45,19,20
6102,31.09,316,318,6.29,30.45,18,22
6103,23.61,746,294,5.48,30.45,17,19
6104,19,360,293,4.92,30.45,16,17
6105,19,525,249,4.92,30.45,17,16
6106,76.38,550,190,9.86,30.45,24,22
6107,18.42,856,115,4.84,30.45,18,15
6108,27.64,551,86,5.93,30.45,19,20
6109,32.82,791,82,6.46,30.45,19,21
6110,40.58,663,67,7.19,30.45,20,21
6111,29.36,360,33,6.11,30.45,19,21
6112,64.34,672,4,9.05,30.45,22,22
6113,27.06,898,835,5.87,30.48,18,18
6114,21.88,735,830,5.28,30.48,17,16
6115,24.76,687,807,5.61,30.48,18,17
6116,24.76,869,714,5.61,30.48,16,20
6117,16.12,933,699,4.53,30.48,16,18
6118,17.27,982,668,4.69,30.48,16,17
6119,26.49,834,642,5.81,30.48,18,17
6120,16.7,613,624,4.61,30.48,16,17
6121,32.82,481,611,6.46,30.48,17,21
6122,17.85,749,593,4.77,30.48,17,16
6123,16.7,443,565,4.61,30.48,16,17
6124,24.18,549,474,5.55,30.48,17,20
6125,27.06,317,444,5.87,30.48,17,21
6126,24.18,746,430,5.55,30.48,18,19
6127,18.42,360,408,4.84,30.48,16,17
6128,21.3,525,351,5.21,30.48,17,17
6129,31.09,551,324,6.29,30.48,19,19
6130,17.27,856,244,4.69,30.48,18,16
6131,29.36,551,221,6.11,30.48,18,21
6132,31.09,791,199,6.29,30.48,19,21
6133,34.55,664,163,6.63,30.48,20,20
6134,35.7,360,159,6.74,30.48,19,22
6135,50.28,674,130,8,30.48,22,19
6136,32.24,585,124,6.41,30.48,18,21
6137,21.88,863,117,5.28,30.48,18,16
6138,24.76,452,6,5.61,30.48,19,20
6139,21.88,688,951,5.28,30.53,13,17
6140,16.7,871,901,4.61,30.53,16,16
6141,17.27,934,881,4.69,30.53,16,17
6142,14.39,982,838,4.28,30.53,16,16
6143,15.55,613,815,4.45,30.53,16,18
6144,25.33,834,770,5.68,30.53,17,18
6145,16.12,750,767,4.53,30.53,17,15
6146,31.09,482,747,6.29,30.53,18,20
6147,13.24,445,743,4.11,30.53,16,15
6148,23.03,550,664,5.42,30.53,16,20
6149,16.12,748,623,4.53,30.53,16,16
6150,25.91,317,622,5.74,30.53,17,22
6151,15.55,362,572,4.45,30.53,16,15
6152,66.98,551,509,9.23,30.53,20,22
6153,20.73,526,496,5.14,30.53,17,16
6154,14.97,857,428,4.37,30.53,16,15
6155,27.64,552,410,5.93,30.53,17,20
6156,39.4,791,364,7.08,30.53,20,22
6157,33.97,361,339,6.58,30.53,18,21
6158,18.42,863,303,4.84,30.53,17,16
6159,35.7,586,301,6.74,30.53,19,21
6160,141.71,664,299,13.43,30.53,29,32
6161,21.3,453,195,5.21,30.53,18,19
6162,18.42,942,73,4.84,30.53,16,17
6163,25.33,935,22,5.68,30.53,18,18
6164,32.82,369,14,6.46,30.53,20,19
6165,28.79,993,0,6.05,30.53,16,19
6166,25.91,834,921,5.74,30.58,17,18
6167,27.64,482,910,5.93,30.58,17,18
6168,19,550,889,4.92,30.58,17,19
6169,19.58,747,852,4.99,30.58,16,19
6170,25.33,318,834,5.68,30.58,16,21
6171,17.27,361,767,4.69,30.58,16,17
6172,13.82,555,738,4.19,30.58,16,15
6173,25.33,554,727,5.68,30.58,17,19
6174,21.88,526,668,5.28,30.58,17,17
6175,16.7,857,646,4.61,30.58,16,16
6176,24.18,553,635,5.55,30.58,16,20
6177,54.04,792,561,8.29,30.58,20,21
6178,28.79,362,554,6.05,30.58,17,21
6179,13.82,864,526,4.19,30.58,15,16
6180,57.85,674,518,8.58,30.58,20,22
6181,29.94,586,513,6.17,30.58,18,22
6182,32.82,665,461,6.46,30.58,19,20
6183,17.85,454,422,4.77,30.58,16,18
6184,60.43,936,239,8.77,30.58,22,23
6185,31.67,370,233,6.35,30.58,18,19
6186,26.49,528,206,5.81,30.58,18,20
6187,26.49,994,192,5.81,30.58,18,18
6188,19.58,819,151,4.99,30.58,18,17
6189,32.24,847,136,6.41,30.58,21,20
6190,20.73,605,98,5.14,30.58,18,17
6191,31.09,347,97,6.29,30.58,18,22
6192,24.76,897,62,5.61,30.58,19,18
6193,28.21,656,36,5.99,30.58,19,19
6194,23.03,553,948,5.42,30.62,16,21
6195,14.97,858,866,4.37,30.62,16,15
6196,18.42,555,863,4.84,30.62,16,18
6197,21.88,527,843,5.28,30.62,17,16
6198,23.61,362,771,5.48,30.62,16,21
6199,30.52,794,761,6.23,30.62,19,19
6200,13.24,865,749,4.11,30.62,16,15
6201,55.3,674,732,8.39,30.62,19,22
6202,29.94,587,727,6.17,30.62,18,21
6203,15.55,455,650,4.45,30.62,16,17
6204,31.09,665,623,6.29,30.62,18,20
6205,17.27,936,457,4.69,30.62,18,16
6206,31.67,370,453,6.35,30.62,18,20
6207,23.03,529,440,5.42,30.62,16,19
